URL,Pertinence,Matching Word(s),Title,Status,Start_date,Deadline,Pertinence LLM,Résumé LLM,Réponse brute
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CERV-2025-EQUAL-RESTRICTED?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=2&pageSize=50&sortBy=startDate",Yes,call for proposals,"Support to public authorities to combat racism, xenophobia, LGBTIQ-phobia and all other forms of intolerance, including intersectional discrimination",Forthcoming,15 July 2025,23 October 2025,Non,"L'appel à projets concerne la promotion de l'égalité et la lutte contre la discrimination, ce qui est loin des thématiques des projets de l'entreprise, qui sont principalement axés sur l'incubation, l'accélération, la stratégie et le financement de startups et d'écosystèmes d'entreprises. Il n'y a donc pas de pertinence évidente entre les projets de l'entreprise et cet appel à projets.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projets concerne la promotion de l'égalité et la lutte contre la discrimination, ce qui est loin des thématiques des projets de l'entreprise, qui sont principalement axés sur l'incubation, l'accélération, la stratégie et le financement de startups et d'écosystèmes d'entreprises. Il n'y a donc pas de pertinence évidente entre les projets de l'entreprise et cet appel à projets."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CERV-2025-EQUAL-LGBTIQ?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=2&pageSize=50&sortBy=startDate",Yes,call for proposals,Fighting discrimination against LGBTIQ people and promoting LGBTIQ equality,Forthcoming,15 July 2025,23 October 2025,Non,"L'appel à projets concerne la promotion de l'égalité et la lutte contre les discriminations, ce qui est très éloigné des domaines d'expertise de l'entreprise qui ont trait à l'entrepreneuriat, la deeptech, l'économie numérique et la stratégie. Lesoprojects précédents de l'entreprise ne montrent aucune similarité avec ce type de projet.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projets concerne la promotion de l'égalité et la lutte contre les discriminations, ce qui est très éloigné des domaines d'expertise de l'entreprise qui ont trait à l'entrepreneuriat, la deeptech, l'économie numérique et la stratégie. Lesoprojects précédents de l'entreprise ne montrent aucune similarité avec ce type de projet."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CERV-2025-EQUAL-ANTISEMITISM?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=2&pageSize=50&sortBy=startDate",Yes,call for proposals,Fighting against antisemitism,Forthcoming,15 July 2025,23 October 2025,Inconnu,"Le projet proposé par l'appel à projets concerne la promotion de l'égalité et la lutte contre les discriminations, ce qui est très éloigné des thèmes de Deeptech, Hardware, Incubation, Prototyping, Acceleration, Digital Economy, Strategic Development, Financing, Capacity building et Startup Ecosystem qui caractérisent les projets précédemment réalisés par l'entreprise. Il n'y a donc aucunesimilarité entre les domaines d'expertise de l'entreprise et l'objet de cet appel à projets.","La pertinence de cet appel à projets est : Non

Projets similaires détectés : Aucun

Résumé rapide : Le projet proposé par l'appel à projets concerne la promotion de l'égalité et la lutte contre les discriminations, ce qui est très éloigné des thèmes de Deeptech, Hardware, Incubation, Prototyping, Acceleration, Digital Economy, Strategic Development, Financing, Capacity building et Startup Ecosystem qui caractérisent les projets précédemment réalisés par l'entreprise. Il n'y a donc aucunesimilarité entre les domaines d'expertise de l'entreprise et l'objet de cet appel à projets."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EUBA-EFSA-2025-IDATA-01-01-Lot1?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=2&pageSize=50&sortBy=startDate",Yes,call for proposals,Lot1: Improved methods for chemical and biological monitoring data collection and reporting in collaboration with AGoD and EFSA programs,Open For Submission,09 July 2025,02 October 2025,Non,"L'appel à projets concerne la gestion et l'analyse de données scientifiques pour l'EFSA, alors que les projets précédents de l'entreprise sont liés à l'entrepreneuriat, l'incubation, l'accélération, la stratégie et le financement de startups, principalement dans les domaines Deeptech et de l'économie numérique. Il n'y a pas de lien évident entre les compétences et l'expérience de l'entreprise et les objectifs du présent appel à projets.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projets concerne la gestion et l'analyse de données scientifiques pour l'EFSA, alors que les projets précédents de l'entreprise sont liés à l'entrepreneuriat, l'incubation, l'accélération, la stratégie et le financement de startups, principalement dans les domaines Deeptech et de l'économie numérique. Il n'y a pas de lien évident entre les compétences et l'expérience de l'entreprise et les objectifs du présent appel à projets."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EUBA-EFSA-2025-IDATA-01-02-Lot2?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=2&pageSize=50&sortBy=startDate",Yes,call for proposals,Lot2: Harmonized food consumption and food composition data collection - Support to terminology management,Open For Submission,09 July 2025,02 October 2025,Non,"Cette opportunité concerne la gestion et l'analyse de données scientifiques pour une agence européenne, ce qui est très différent des projets précédents de l'entreprise, qui sont principalement axés sur l'incubation, l'accélération, la stratégie et le financement de startups et d'écosystèmes d'entrepreneurship.","- Pertinence : Non
- Projets similaires détectés : Aucun
- Résumé rapide : Cette opportunité concerne la gestion et l'analyse de données scientifiques pour une agence européenne, ce qui est très différent des projets précédents de l'entreprise, qui sont principalement axés sur l'incubation, l'accélération, la stratégie et le financement de startups et d'écosystèmes d'entrepreneurship."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-JU-CHIPS-2025-SG-SSOI?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=2&pageSize=50&sortBy=startDate",Yes,intellectual property,DIGITAL-JU-CHIPS-2025-SG-SSOI,Open For Submission,08 July 2025,20 November 2025,Oui,"** L'appel à projets européen décrit un projet d'accélération de la technologie sSOI pour améliorer la production de semi-conducteurs en Europe. Ce projet est pertinent pour l'entreprise car elle a déjà une expérience dans le domaine de l'accélération et de l'incubation de startups Hardware/Deeptech (FACTORIAT). L'objectif de cet appel à projets est de créer un accélérateur de technologie sSOI pour soutenir les entreprises européennes, ce qui aligne avec l'expérience de l'entreprise dans l'accélération et l'incubation de startups.","Analyse de pertinence :

**Pertinence : Oui**

**Projets similaires détectés :** FACTORIAT (axe Deeptech, Hardware, Incubation, Prototyping, Acceleration)

**Résumé rapide :** L'appel à projets européen décrit un projet d'accélération de la technologie sSOI pour améliorer la production de semi-conducteurs en Europe. Ce projet est pertinent pour l'entreprise car elle a déjà une expérience dans le domaine de l'accélération et de l'incubation de startups Hardware/Deeptech (FACTORIAT). L'objectif de cet appel à projets est de créer un accélérateur de technologie sSOI pour soutenir les entreprises européennes, ce qui aligne avec l'expérience de l'entreprise dans l'accélération et l'incubation de startups."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-JU-CHIPS-2025-IA-LEAI?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=2&pageSize=50&sortBy=startDate",Yes,digital transformation,DIGITAL-JU-CHIPS-2025-IA-LEAI,Open For Submission,08 July 2025,17 September 2025,Oui,"L'appel à projet porte sur le développement de prototypes de puces AI à haute performance et faible consommation d'énergie, ce qui nécessite une expertise en matière de prototypage et de maturation technologique. Le projet FACTORIAT de l'entreprise, qui vise à soutenir les startups Deeptech et Hardware en leur offrant une aide technique et financière pour le prototypage et la maturation technologique, présente dessimilarités avec cet appel à projet. L'entreprise a déjà démontré son expertise dans ce domaine et pourrait apporter une valeur ajoutée à ce projet.","Pertinence : Oui

Projets similaires détectés : FACTORIAT

Résumé rapide : L'appel à projet porte sur le développement de prototypes de puces AI à haute performance et faible consommation d'énergie, ce qui nécessite une expertise en matière de prototypage et de maturation technologique. Le projet FACTORIAT de l'entreprise, qui vise à soutenir les startups Deeptech et Hardware en leur offrant une aide technique et financière pour le prototypage et la maturation technologique, présente dessimilarités avec cet appel à projet. L'entreprise a déjà démontré son expertise dans ce domaine et pourrait apporter une valeur ajoutée à ce projet."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EUROHPC-JU-2025-IHPCSS-02?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=2&pageSize=50&sortBy=startDate",Yes,call for applications,Support to the International HPC Summer School,Open For Submission,01 July 2025,02 October 2025,Non,"** L'appel à projet concerne l'organisation d'une école d'été en haute performance computing (HPC) et technologies quantiques, avec un focus sur la participation de jeunes chercheurs européens. Les projet réalisés par l'entreprise précédemment (FACTORIAT, National Entrepreneurship Program, Arab Bank Strategy) ne semblent pas liés à ce domaine spécifique. L'entreprise n'a pas d'expérience dans l'organisation d'événements de formation en HPC ou technologies quantiques, ni dans le soutien à la communauté scientifique européenne. Il n'y a donc pas de projet similaire détecté dans la liste des projets réalisés.","Bonjour !

Analyse terminée, voici ma réponse :

**Pertinence : Non**

**Projets similaires détectés : Aucun**

**Résumé rapide :** L'appel à projet concerne l'organisation d'une école d'été en haute performance computing (HPC) et technologies quantiques, avec un focus sur la participation de jeunes chercheurs européens. Les projet réalisés par l'entreprise précédemment (FACTORIAT, National Entrepreneurship Program, Arab Bank Strategy) ne semblent pas liés à ce domaine spécifique. L'entreprise n'a pas d'expérience dans l'organisation d'événements de formation en HPC ou technologies quantiques, ni dans le soutien à la communauté scientifique européenne. Il n'y a donc pas de projet similaire détecté dans la liste des projets réalisés."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-DIG-2025-PLATFORMS-WORKS?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=2&pageSize=50&sortBy=startDate",Yes,"public-private partnership, renewable energy, technological sovereignty",Operational digital platforms – Works,Open For Submission,26 June 2025,16 October 2025,Non,"L'appel à projet présenté concerne la création d'une infrastructure digitale pour accélérer la transition énergétique et la mobilité dans l'Union européenne, en utilisant des technologies de pointe comme l'intelligence artificielle et l'apprentissage automatique. Les projets déjà réalisés par l'entreprise ne semblent pas avoir de lien direct avec ce thème, car ils portent sur l'incubation de start-ups Deeptech et Hardware, la création d'écosystèmes d'entreprises, et la stratégie de financement pour l'économie numérique africaine. Les compétences et les expériences de l'entreprise ne semblent pas être directement applicables à ce type de projet.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projet présenté concerne la création d'une infrastructure digitale pour accélérer la transition énergétique et la mobilité dans l'Union européenne, en utilisant des technologies de pointe comme l'intelligence artificielle et l'apprentissage automatique. Les projets déjà réalisés par l'entreprise ne semblent pas avoir de lien direct avec ce thème, car ils portent sur l'incubation de start-ups Deeptech et Hardware, la création d'écosystèmes d'entreprises, et la stratégie de financement pour l'économie numérique africaine. Les compétences et les expériences de l'entreprise ne semblent pas être directement applicables à ce type de projet."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CERV-2025-CITIZENS-REM-HISTMIGRATION?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Yes,economic impact,"Migration, de-colonisation, slavery and multicultural European societies",Open For Submission,19 June 2025,01 October 2025,Non,"Les projets précédemment réalisés par l'entreprise portaient sur des thèmes tels que la Deeptech, le soutien aux startups, l'économie numérique, la stratégie et le développement, alors que ce nouvel appel à projet se concentre sur l'histoire de la migration, la décolonisation, l'esclavage et les sociétés multiculturelles européennes. Les axes de cet appel à projet sont très éloignés des domaines d'expertise de l'entreprise, il n'y a donc pas de pertinence évidente.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : Les projets précédemment réalisés par l'entreprise portaient sur des thèmes tels que la Deeptech, le soutien aux startups, l'économie numérique, la stratégie et le développement, alors que ce nouvel appel à projet se concentre sur l'histoire de la migration, la décolonisation, l'esclavage et les sociétés multiculturelles européennes. Les axes de cet appel à projet sont très éloignés des domaines d'expertise de l'entreprise, il n'y a donc pas de pertinence évidente."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/RFCS-2025-02-AM?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Yes,artificial intelligence,RFCS-2025 Steel Accompanying Measures,Open For Submission,18 June 2025,24 September 2025,Non,"L'appel à projet RFCS vise à soutenir la transition écologique de l'industrie sidérurgique européenne en développant des technologies et des processus de production de l'acier à faible émission de carbone. Les projets réalisés par l'entreprise (FACTORIAT, National Entrepreneurship Program, Arab Bank Strategy) ne semblent pas avoir de lien direct avec ce domaine spécifique. Les compétences et les expériences de l'entreprise ne correspondent pas à l'objectif de cet appel à projet.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projet RFCS vise à soutenir la transition écologique de l'industrie sidérurgique européenne en développant des technologies et des processus de production de l'acier à faible émission de carbone. Les projets réalisés par l'entreprise (FACTORIAT, National Entrepreneurship Program, Arab Bank Strategy) ne semblent pas avoir de lien direct avec ce domaine spécifique. Les compétences et les expériences de l'entreprise ne correspondent pas à l'objectif de cet appel à projet."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/RFCS-2025-02-RPJ?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Yes,artificial intelligence,RFCS-2025 Steel Research Projects,Open For Submission,18 June 2025,24 September 2025,Non,"L'appel à projets RFCS ciblé sur la découverte de technologies propres pour la production d'acier et la réduction des émissions de carbone ne correspond pas aux axes principaux des projets précédemment réalisés par l'entreprise (Deeptech, Hardware, Incubation, Prototyping, Acceleration, Capacity building, Strategy, Startup Ecosystem, Digital Economy, Strategic Development, Financing). Les projets de l'entreprise sont plus orientés vers le soutien à l'entrepreneuriat, la croissance économique et le développement de l'écosystème entrepreneurial qu'envers la recherche et le développement de technologies spécifiques dans le domaine de la production d'acier.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projets RFCS ciblé sur la découverte de technologies propres pour la production d'acier et la réduction des émissions de carbone ne correspond pas aux axes principaux des projets précédemment réalisés par l'entreprise (Deeptech, Hardware, Incubation, Prototyping, Acceleration, Capacity building, Strategy, Startup Ecosystem, Digital Economy, Strategic Development, Financing). Les projets de l'entreprise sont plus orientés vers le soutien à l'entrepreneuriat, la croissance économique et le développement de l'écosystème entrepreneurial qu'envers la recherche et le développement de technologies spécifiques dans le domaine de la production d'acier."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-IHI-2025-11-04-two-stage?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Yes,"artificial intelligence, sustainable development, cross-sector collaboration, industrial competitiveness",Leveraging Europe's Expertise to accelerate Cell Therapy for Type 1 Diabetes,Open For Submission,17 June 2025,09 October 2025,Non,"L'appel à projets concerne spécifiquement la thérapie cellulaire pour le diabète de type 1, ce qui est très différent des projets précédemment réalisés par l'entreprise, qui portaient sur l'incubation de startups, le développement de stratégies pour l'économie numérique, et la création d'écosystèmes d'entrepreneuriat. Il n'y a pas de lien évident entre ces domaines et le sujet de l'appel à projets.","- Pertinence : Non
- Projets similaires détectés : Aucun
- Résumé rapide : L'appel à projets concerne spécifiquement la thérapie cellulaire pour le diabète de type 1, ce qui est très différent des projets précédemment réalisés par l'entreprise, qui portaient sur l'incubation de startups, le développement de stratégies pour l'économie numérique, et la création d'écosystèmes d'entrepreneuriat. Il n'y a pas de lien évident entre ces domaines et le sujet de l'appel à projets."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-IHI-2025-11-02-two-stage?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Yes,artificial intelligence,Understanding how infections foster and induce non-communicable diseases,Open For Submission,17 June 2025,09 October 2025,Non,"Le projet proposé est axé sur la santé, la recherche médicale et l'utilisation de technologies telles que l'intelligence artificielle pour comprendre les liens entre les infections et les maladies chroniques. Les projets précédemment réalisés par l'entreprise sont principalement liés à l'incubation de startups, au développement de stratégies pour l'économie numérique et au renforcement des écosystèmes d'entrepreneuriat. Il n'y a pas de similitude directe entre ces projets et le projet proposé.","Bonjour ! 

Analyse du projet :

* Pertinence : Non
* Projets similaires détectés : Aucun
* Résumé rapide : Le projet proposé est axé sur la santé, la recherche médicale et l'utilisation de technologies telles que l'intelligence artificielle pour comprendre les liens entre les infections et les maladies chroniques. Les projets précédemment réalisés par l'entreprise sont principalement liés à l'incubation de startups, au développement de stratégies pour l'économie numérique et au renforcement des écosystèmes d'entrepreneuriat. Il n'y a pas de similitude directe entre ces projets et le projet proposé.

Il est donc moins probable que l'entreprise ait les compétences et l'expérience nécessaires pour répondre à ce projet, mais il est toujours possible qu'elle puisse adapter ses compétences ou s'associer avec des partenaires pour répondre à cet appel à projets."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-IHI-2025-11-03-two-stage?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Yes,"artificial intelligence, machine learning",AI-Powered Signal Detection in Pharmacovigilance,Open For Submission,17 June 2025,09 October 2025,Non,"L'appel à projet concerne l'utilisation de l'intelligence artificielle pour améliorer la détection de signaux de sécurité des médicaments et la pharmacovigilance, ce qui est très éloigné des domaines d'expertise de l'entreprise, qui ont trait à l'incubation, l'accélération, la stratégie et le développement de l'économie numérique. Les projets précédents de l'entreprise ne montrent aucune similarité avec cet appel à projet en termes de contenu ou de domaine d'application.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projet concerne l'utilisation de l'intelligence artificielle pour améliorer la détection de signaux de sécurité des médicaments et la pharmacovigilance, ce qui est très éloigné des domaines d'expertise de l'entreprise, qui ont trait à l'incubation, l'accélération, la stratégie et le développement de l'économie numérique. Les projets précédents de l'entreprise ne montrent aucune similarité avec cet appel à projet en termes de contenu ou de domaine d'application."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-IHI-2025-11-01-two-stage?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Yes,"public-private partnership, intellectual property, artificial intelligence, machine learning, economic impact",Towards precision medicine: platform for transdiagnostic stratification of brain dysfunction,Open For Submission,17 June 2025,09 October 2025,Non,"Les projets déjà réalisés par l'entreprise sont majoritairement liés à l'incubation, à la stratégie, à la formation et au développement économique, tandis que l'appel à projet est spécifiquement centré sur la santé, la médecine de précision et les données de santé. Aucun des projets précédents de l'entreprise ne semble avoir de lien direct avec ce domaine ou ces objectifs. L'entreprise n'a pas d'expérience apparente dans le domaine de la santé ou des données de santé, ce qui rend cette opportunité moins pertinente pour elle.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : Les projets déjà réalisés par l'entreprise sont majoritairement liés à l'incubation, à la stratégie, à la formation et au développement économique, tandis que l'appel à projet est spécifiquement centré sur la santé, la médecine de précision et les données de santé. Aucun des projets précédents de l'entreprise ne semble avoir de lien direct avec ce domaine ou ces objectifs. L'entreprise n'a pas d'expérience apparente dans le domaine de la santé ou des données de santé, ce qui rend cette opportunité moins pertinente pour elle."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-IHI-2025-11-05-two-stage?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Yes,artificial intelligence,Establishing Ortho and Cardiology Ambulatory Surgical Centres in Europe,Open For Submission,17 June 2025,09 October 2025,Non,"L'entreprise a déjà réalisé des projets principalement liés à l'incubation, à l'accélération, au développement de l'économie numérique et à la stratégie entrepreneuriale, mais aucun de ces projets n'a trait à la santé, aux soins de santé ou à la recherche médicale. L'appel à projets européen concerne la création d'un réseau de centres de chirurgie ambulatoire (ASC) pour améliorer la santé et l'efficacité des soins de santé en Europe, ce qui est en dehors du domaine d'expertise de l'entreprise.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'entreprise a déjà réalisé des projets principalement liés à l'incubation, à l'accélération, au développement de l'économie numérique et à la stratégie entrepreneuriale, mais aucun de ces projets n'a trait à la santé, aux soins de santé ou à la recherche médicale. L'appel à projets européen concerne la création d'un réseau de centres de chirurgie ambulatoire (ASC) pour améliorer la santé et l'efficacité des soins de santé en Europe, ce qui est en dehors du domaine d'expertise de l'entreprise."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2025-02-CS-ECCC-04?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Yes,"cybersecurity, technological sovereignty",Security evaluations of Post-Quantum Cryptography (PQC) primitives,Open For Submission,12 June 2025,12 November 2025,Non,"L'appel à projets concerne spécifiquement la cybersécurité et les cryptosystèmes post-quantiques, domaine qui n'a pas été abordé dans les projets précédents de l'entreprise. Les axes principaux des projets précédents sontrather différents, tels que l'incubation, l'accompagnement des startups, la stratégie pour l'économie numérique, etc. Il n'y a pas de similarité évidente entre les projets précédents et cet appel à projets.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projets concerne spécifiquement la cybersécurité et les cryptosystèmes post-quantiques, domaine qui n'a pas été abordé dans les projets précédents de l'entreprise. Les axes principaux des projets précédents sontrather différents, tels que l'incubation, l'accompagnement des startups, la stratégie pour l'économie numérique, etc. Il n'y a pas de similarité évidente entre les projets précédents et cet appel à projets."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-ECCC-2025-DEPLOY-CYBER-08-NCC?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Yes,"technical assistance, technology transfer, incubation program, public procurement, cybersecurity",Enhancing the NCC Network,Open For Submission,12 June 2025,07 October 2025,Oui,**,"After analyzing the call for projects and the list of projects already realized by the enterprise, I can provide the following answer:

**Pertinence : Oui**

The call for projects is relevant to the enterprise's expertise, as it involves aspects of incubation, acceleration, and capacity building, which are similar to the activities conducted in the **FACTORIAT** project. Additionally, the focus on cybersecurity, digital economy, and startup ecosystem support aligns with the objectives of the **Arab Bank Strategy** project.

**Projets similaires détectés : [FACTORIAT, Arab Bank Strategy]**

**Résumé rapide :**
The enterprise's experience in supporting startups and entrepreneurship ecosystems, as well as its involvement in strategic development and financing, makes it a strong candidate to contribute to the implementation of the National Coordination Centres (NCCs) and the Cybersecurity Competence Community in each Member State. The call for projects shares similarities with the enterprise's previous projects, particularly in terms of incubation, acceleration, and capacity building, making it a relevant opportunity for the enterprise to pursue."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-ECCC-2025-DEPLOY-CYBER-08-CYBERHEALTH?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=50&sortBy=startDate",Yes,cybersecurity,Dedicated action to reinforcing hospitals and healthcare providers,Open For Submission,12 June 2025,07 October 2025,Non,"L'appel à projets concerne la cybersécurité dans le secteur de la santé, ce qui est un domaine nouveau et spécifique pour l'entreprise. Aucun des projets précédents de l'entreprise (FACTORIAT, National Entrepreneurship Program, Arab Bank Strategy) ne semble avoir un lien direct avec ce domaine ou avec des thématiques de cybersécurité. Les axes de spécialisation de l'entreprise (Deeptech, Hardware, Incubation, Prototyping, Acceleration, Capacity building, Strategy, Startup Ecosystem, Digital Economy) ne coïncident pas avec les objectifs et les axes du projet (cybersécurité, santé, pilotage, formation).","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projets concerne la cybersécurité dans le secteur de la santé, ce qui est un domaine nouveau et spécifique pour l'entreprise. Aucun des projets précédents de l'entreprise (FACTORIAT, National Entrepreneurship Program, Arab Bank Strategy) ne semble avoir un lien direct avec ce domaine ou avec des thématiques de cybersécurité. Les axes de spécialisation de l'entreprise (Deeptech, Hardware, Incubation, Prototyping, Acceleration, Capacity building, Strategy, Startup Ecosystem, Digital Economy) ne coïncident pas avec les objectifs et les axes du projet (cybersécurité, santé, pilotage, formation)."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2025-01-DRS-04?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Yes,capacity building,"Advancing autonomous systems and robotics for high-risk disaster response, strengthening disaster resilience in conflict-afflicted crisis zones",Open For Submission,12 June 2025,12 November 2025,Non,**,"**Pertinence : Non**

**Projets similaires détectés : Aucun**

**Résumé rapide :**

Bien que l'entreprise ait une expérience dans des projets liés à l'innovation et au développement de technologies (FACTORIAT), il n'y a aucune similitude évidente entre les projets précédents de l'entreprise et ce nouvel appel à projets. Les domaines de l'autonomie, des systèmes multi-fonctions, de la détection à distance et de l'aide humanitaire en zones de conflit ne semblent pas être des thèmes abordés précédemment par l'entreprise. Les compétences et les expériences acquises dans les projets précédents ne semblent pas s'appliquer directement à ce nouveau projet."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2025-01-DRS-03?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Yes,"artificial intelligence, machine learning","Open topic on testing / validating tools, technologies and data used in cross-border prevention, preparedness and responses to climate extreme and geological events and chemical, biological or radiological emergency threats",Open For Submission,12 June 2025,12 November 2025,Non,"L'entreprise a principalement réalisé des projets liés à l'incubation, au développement de startup, à la stratégie et au financement, ainsi qu'à l'économie numérique. Le projet présenté dans l'appel à propositions européen concerne la prévention et la réponse aux désastres, l'utilisation de l'intelligence artificielle et des senseurs miniaturisés, ce qui est très éloigné des domaines d'expertise et des projets précédents de l'entreprise. Il n'y a donc pas de pertinence évidente entre les deux.","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'entreprise a principalement réalisé des projets liés à l'incubation, au développement de startup, à la stratégie et au financement, ainsi qu'à l'économie numérique. Le projet présenté dans l'appel à propositions européen concerne la prévention et la réponse aux désastres, l'utilisation de l'intelligence artificielle et des senseurs miniaturisés, ce qui est très éloigné des domaines d'expertise et des projets précédents de l'entreprise. Il n'y a donc pas de pertinence évidente entre les deux."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2025-01-SSRI-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate",Yes,capacity building,"National Contact Points (NCPs) in the field of security and cybersecurity fostering the links with National Community building for Safe, Secure and Resilient Societies",Open For Submission,12 June 2025,12 November 2025,Oui,"Ce projet concerne le renforcement des liens entre les National Contact Points (NCP) et les communautés nationales de recherche et d'innovation pour améliorer la coordination et la coopération en matière de recherche et d'innovation dans le domaine de la sécurité. L'entreprise a déjà une expérience similaire avec le National Entrepreneurship Program, qui vise à mettre en place un écosystème entrepreneurial national. Les compétences acquises dans ce projet pourraient être très utiles pour répondre à cet appel à projets. De plus, l'entreprise a déjà démontré sa capacité à développer des stratégies pour des écosystèmes d'innovation, ce qui est également en ligne avec les objectifs de ce projet.","Pertinence : Oui

Projets similaires détectés : National Entrepreneurship Program

Résumé rapide : Ce projet concerne le renforcement des liens entre les National Contact Points (NCP) et les communautés nationales de recherche et d'innovation pour améliorer la coordination et la coopération en matière de recherche et d'innovation dans le domaine de la sécurité. L'entreprise a déjà une expérience similaire avec le National Entrepreneurship Program, qui vise à mettre en place un écosystème entrepreneurial national. Les compétences acquises dans ce projet pourraient être très utiles pour répondre à cet appel à projets. De plus, l'entreprise a déjà démontré sa capacité à développer des stratégies pour des écosystèmes d'innovation, ce qui est également en ligne avec les objectifs de ce projet."
